status,orgao,origem,tipoMeio,generoDocumental,categoria,tipoDocumento,numeroDocumento,processoOriginario,numeroAntigo,dataAbrangente,descricaoDocumento,partes,documentosRelacionadosIds,palavrasChave,dataArquivamento,quantidadeVolumes,quantidadeApensos,apensos,totalMidias,midias,digitalizado,tipoBaixa,dataBaixa,tipoPlanoClassificacao,codigoClassificacaoArquivistica,alteracaoDestinacaoFinal,necessidadeReclassificacao,segredoJustica,grauSigilo,codigosCaixa,codigoAtoM,observacoesGerais,codigoClassificacaoJudicialId,reuCondenado,numeroListagemEliminacao,numeroDocumentoTransferencia
Arquivado,SJRJ,"Origem Teste 11",Digital,Textual,"Processo Administrativo","Relatório Teste","DOC-TESTE-019",,"","11/12/2010","Documento de teste número 19 para popular a base de dados do acervo.","[]",,,2010-12-11T00:00:00.000Z,1,0,"[]",0,"[]","Não",,,,,Administrativo,"030.5","Não Alterar","Não","Não",Ostensivo,"CX-T-019","ATOM019",,,,,,
Arquivado,SJES,"Origem Teste 12",Híbrido,Textual,"Processo Administrativo","Relatório Teste","DOC-TESTE-020",,"","12/01/2010","Documento de teste número 20 para popular a base de dados do acervo.","[]",,,2010-01-12T00:00:00.000Z,1,0,"[]",0,"[]","Não",,,,,Administrativo,"045.2","Não Alterar","Não","Não",Ostensivo,"CX-T-020","ATOM020",,,,,,
Arquivado,TRF2,"Origem Teste 13","Não digital",Textual,"Processo Judicial","Ação Teste","DOC-TESTE-021",,"","13/02/2009","Documento de teste número 21 para popular a base de dados do acervo.","[]",,,2009-02-13T00:00:00.000Z,1,0,"[]",0,"[]","Não",,,,,Judicial,"020.1","Não Alterar","Não","Não",Ostensivo,"CX-T-021","ATOM021",,CJ001,,,,
Arquivado,SJRJ,"Origem Teste 14",Digital,Textual,"Processo Administrativo","Relatório Teste","DOC-TESTE-022",,"","14/03/2008","Documento de teste número 22 para popular a base de dados do acervo.","[]",,,2008-03-14T00:00:00.000Z,1,0,"[]",0,"[]","Não",,,,,Administrativo,"030.5","Não Alterar","Não","Não",Ostensivo,"CX-T-022","ATOM022",,,,,,
Arquivado,SJES,"Origem Teste 15",Híbrido,Textual,"Processo Administrativo","Relatório Teste","DOC-TESTE-023",,"","15/04/2007","Documento de teste número 23 para popular a base de dados do acervo.","[]",,,2007-04-15T00:00:00.000Z,1,0,"[]",0,"[]","Não",,,,,Administrativo,"045.2","Não Alterar","Não","Não",Ostensivo,"CX-T-023","ATOM023",,,,,,
Arquivado,TRF2,"Origem Teste 16","Não digital",Textual,"Processo Judicial","Ação Teste","DOC-TESTE-024",,"","16/05/2006","Documento de teste número 24 para popular a base de dados do acervo.","[]",,,2006-05-16T00:00:00.000Z,1,0,"[]",0,"[]","Não",,,,,Judicial,"020.1","Não Alterar","Não","Não",Ostensivo,"CX-T-024","ATOM024",,CJ001,,,,
Arquivado,SJRJ,"Origem Teste 17",Digital,Textual,"Processo Administrativo","Relatório Teste","DOC-TESTE-025",,"","17/06/2005","Documento de teste número 25 para popular a base de dados do acervo.","[]",,,2005-06-17T00:00:00.000Z,1,0,"[]",0,"[]","Não",,,,,Administrativo,"030.5","Não Alterar","Não","Não",Ostensivo,"CX-T-025","ATOM025",,,,,,
Arquivado,SJES,"Origem Teste 18",Híbrido,Textual,"Processo Administrativo","Relatório Teste","DOC-TESTE-026",,"","18/07/2004","Documento de teste número 26 para popular a base de dados do acervo.","[]",,,2004-07-18T00:00:00.000Z,1,0,"[]",0,"[]","Não",,,,,Administrativo,"045.2","Não Alterar","Não","Não",Ostensivo,"CX-T-026","ATOM026",,,,,,
Arquivado,TRF2,"Origem Teste 19","Não digital",Textual,"Processo Judicial","Ação Teste","DOC-TESTE-027",,"","19/08/2003","Documento de teste número 27 para popular a base de dados do acervo.","[]",,,2003-08-19T00:00:00.000Z,1,0,"[]",0,"[]","Não",,,,,Judicial,"020.1","Não Alterar","Não","Não",Ostensivo,"CX-T-027","ATOM027",,CJ001,,,,
Arquivado,SJRJ,"Origem Teste 20",Digital,Textual,"Processo Administrativo","Relatório Teste","DOC-TESTE-028",,"","20/09/2002","Documento de teste número 28 para popular a base de dados do acervo.","[]",,,2002-09-20T00:00:00.000Z,1,0,"[]",0,"[]","Não",,,,,Administrativo,"030.5","Não Alterar","Não","Não",Ostensivo,"CX-T-028","ATOM028",,,,,,
